Rf	Ru	eps	epsp	RERHO	IMRHO	alpha_f	alpha_u	delta_f	delta_u	status
0.05	0.02	0.1	0.01	0.99	25.010858	2.6648e-11	4.2588e-14	1.4021e-14	4.8131e-18	EXCLUDED
0.05	0.02	0.1	0.1	0.99	25.010858	2.6648e-11	4.2588e-14	1.4021e-14	4.4193e-17	EXCLUDED
0.08	0.02	0.01	0.01	0.99	25.010858	7.4853e-10	4.2588e-14	1.6706e-14	4.8131e-18	EXCLUDED
0.08	0.02	0.01	0.1	0.99	25.010858	7.4853e-10	4.2588e-14	1.6706e-14	4.4193e-17	EXCLUDED
0.08	0.02	0.1	0.01	0.99	25.010858	7.4853e-10	4.2588e-14	1.5339e-13	4.8131e-18	EXCLUDED
0.08	0.02	0.1	0.1	0.99	25.010858	7.4853e-10	4.2588e-14	1.5339e-13	4.4193e-17	EXCLUDED
0.12	0.02	0.01	0.01	0.99	25.010858	1.3942e-08	4.2588e-14	6.3305e-14	4.8131e-18	EXCLUDED
0.12	0.02	0.01	0.1	0.99	25.010858	1.3942e-08	4.2588e-14	6.3305e-14	4.4193e-17	EXCLUDED
0.12	0.02	0.1	0.01	0.99	25.010858	1.3942e-08	4.2588e-14	5.8126e-13	4.8131e-18	EXCLUDED
0.12	0.02	0.1	0.1	0.99	25.010858	1.3942e-08	4.2588e-14	5.8126e-13	4.4193e-17	EXCLUDED
0.1732	0.02	0.01	0.01	0.99	25.010858	2.0064e-07	4.2588e-14	7.8331e-14	4.8131e-18	EXCLUDED
0.1732	0.02	0.01	0.1	0.99	25.010858	2.0064e-07	4.2588e-14	7.8331e-14	4.4193e-17	EXCLUDED
0.1732	0.02	0.1	0.01	0.99	25.010858	2.0064e-07	4.2588e-14	7.1922e-13	4.8131e-18	EXCLUDED
0.1732	0.02	0.1	0.1	0.99	25.010858	2.0064e-07	4.2588e-14	7.1922e-13	4.4193e-17	EXCLUDED
0.05	0.05	0.01	0.01	0.9	25.010858	2.6645e-11	2.6645e-11	1.5271e-15	1.5271e-15	VISIBLE
0.05	0.05	0.01	0.1	0.9	25.010858	2.6645e-11	2.6645e-11	1.5271e-15	1.4022e-14	VISIBLE
0.05	0.05	0.1	0.01	0.9	25.010858	2.6645e-11	2.6645e-11	1.4022e-14	1.5271e-15	VISIBLE
0.05	0.05	0.1	0.1	0.9	25.010858	2.6645e-11	2.6645e-11	1.4022e-14	1.4022e-14	VISIBLE
0.05	0.08	0.01	0.01	0.9	25.010858	2.6645e-11	7.4848e-10	1.5271e-15	1.6711e-14	VISIBLE
0.05	0.08	0.01	0.1	0.9	25.010858	2.6645e-11	7.4848e-10	1.5271e-15	1.5344e-13	VISIBLE
0.05	0.08	0.1	0.01	0.9	25.010858	2.6645e-11	7.4848e-10	1.4022e-14	1.6711e-14	VISIBLE
0.05	0.08	0.1	0.1	0.9	25.010858	2.6645e-11	7.4848e-10	1.4022e-14	1.5344e-13	VISIBLE
0.05	0.12	0.01	0.01	0.9	25.010858	2.6645e-11	1.3943e-08	1.5271e-15	6.3355e-14	VISIBLE
0.05	0.12	0.01	0.1	0.9	25.010858	2.6645e-11	1.3943e-08	1.5271e-15	5.8172e-13	VISIBLE
0.05	0.12	0.1	0.01	0.9	25.010858	2.6645e-11	1.3943e-08	1.4022e-14	6.3355e-14	VISIBLE
0.05	0.12	0.1	0.1	0.9	25.010858	2.6645e-11	1.3943e-08	1.4022e-14	5.8172e-13	VISIBLE
0.05	0.1732	0.01	0.01	0.9	25.010858	2.6645e-11	2.0077e-07	1.5271e-15	7.8471e-14	VISIBLE
0.05	0.1732	0.01	0.1	0.9	25.010858	2.6645e-11	2.0077e-07	1.5271e-15	7.2051e-13	VISIBLE
0.05	0.1732	0.1	0.01	0.9	25.010858	2.6645e-11	2.0077e-07	1.4022e-14	7.8471e-14	VISIBLE
0.05	0.1732	0.1	0.1	0.9	25.010858	2.6645e-11	2.0077e-07	1.4022e-14	7.2051e-13	VISIBLE
0.08	0.05	0.01	0.01	0.9	25.010858	7.4848e-10	2.6645e-11	1.6711e-14	1.5271e-15	VISIBLE
0.08	0.05	0.01	0.1	0.9	25.010858	7.4848e-10	2.6645e-11	1.6711e-14	1.4022e-14	VISIBLE
0.08	0.05	0.1	0.01	0.9	25.010858	7.4848e-10	2.6645e-11	1.5344e-13	1.5271e-15	VISIBLE
0.08	0.05	0.1	0.1	0.9	25.010858	7.4848e-10	2.6645e-11	1.5344e-13	1.4022e-14	VISIBLE
0.08	0.08	0.01	0.01	0.9	25.010858	7.4848e-10	7.4848e-10	1.6711e-14	1.6711e-14	VISIBLE
0.08	0.08	0.01	0.1	0.9	25.010858	7.4848e-10	7.4848e-10	1.6711e-14	1.5344e-13	VISIBLE
0.08	0.08	0.1	0.01	0.9	25.010858	7.4848e-10	7.4848e-10	1.5344e-13	1.6711e-14	VISIBLE
0.08	0.08	0.1	0.1	0.9	25.010858	7.4848e-10	7.4848e-10	1.5344e-13	1.5344e-13	VISIBLE
0.08	0.12	0.01	0.01	0.9	25.010858	7.4848e-10	1.3943e-08	1.6711e-14	6.3355e-14	VISIBLE
0.08	0.12	0.01	0.1	0.9	25.010858	7.4848e-10	1.3943e-08	1.6711e-14	5.8172e-13	VISIBLE
0.08	0.12	0.1	0.01	0.9	25.010858	7.4848e-10	1.3943e-08	1.5344e-13	6.3355e-14	VISIBLE
0.08	0.12	0.1	0.1	0.9	25.010858	7.4848e-10	1.3943e-08	1.5344e-13	5.8172e-13	VISIBLE
0.08	0.1732	0.01	0.01	0.9	25.010858	7.4848e-10	2.0077e-07	1.6711e-14	7.8471e-14	VISIBLE
0.08	0.1732	0.01	0.1	0.9	25.010858	7.4848e-10	2.0077e-07	1.6711e-14	7.2051e-13	VISIBLE
0.08	0.1732	0.1	0.01	0.9	25.010858	7.4848e-10	2.0077e-07	1.5344e-13	7.8471e-14	VISIBLE
0.08	0.1732	0.1	0.1	0.9	25.010858	7.4848e-10	2.0077e-07	1.5344e-13	7.2051e-13	VISIBLE
0.12	0.05	0.01	0.01	0.9	25.010858	1.3943e-08	2.6645e-11	6.3355e-14	1.5271e-15	VISIBLE
0.12	0.05	0.01	0.1	0.9	25.010858	1.3943e-08	2.6645e-11	6.3355e-14	1.4022e-14	VISIBLE
0.12	0.05	0.1	0.01	0.9	25.010858	1.3943e-08	2.6645e-11	5.8172e-13	1.5271e-15	VISIBLE
0.12	0.05	0.1	0.1	0.9	25.010858	1.3943e-08	2.6645e-11	5.8172e-13	1.4022e-14	VISIBLE
0.12	0.08	0.01	0.01	0.9	25.010858	1.3943e-08	7.4848e-10	6.3355e-14	1.6711e-14	VISIBLE
0.12	0.08	0.01	0.1	0.9	25.010858	1.3943e-08	7.4848e-10	6.3355e-14	1.5344e-13	VISIBLE
0.12	0.08	0.1	0.01	0.9	25.010858	1.3943e-08	7.4848e-10	5.8172e-13	1.6711e-14	VISIBLE
0.12	0.08	0.1	0.1	0.9	25.010858	1.3943e-08	7.4848e-10	5.8172e-13	1.5344e-13	VISIBLE
0.12	0.12	0.01	0.01	0.9	25.010858	1.3943e-08	1.3943e-08	6.3355e-14	6.3355e-14	VISIBLE
0.12	0.12	0.01	0.1	0.9	25.010858	1.3943e-08	1.3943e-08	6.3355e-14	5.8172e-13	VISIBLE
0.12	0.12	0.1	0.01	0.9	25.010858	1.3943e-08	1.3943e-08	5.8172e-13	6.3355e-14	VISIBLE
0.12	0.12	0.1	0.1	0.9	25.010858	1.3943e-08	1.3943e-08	5.8172e-13	5.8172e-13	VISIBLE
0.12	0.1732	0.01	0.01	0.9	25.010858	1.3943e-08	2.0077e-07	6.3355e-14	7.8471e-14	VISIBLE
0.12	0.1732	0.01	0.1	0.9	25.010858	1.3943e-08	2.0077e-07	6.3355e-14	7.2051e-13	VISIBLE
0.12	0.1732	0.1	0.01	0.9	25.010858	1.3943e-08	2.0077e-07	5.8172e-13	7.8471e-14	VISIBLE
0.12	0.1732	0.1	0.1	0.9	25.010858	1.3943e-08	2.0077e-07	5.8172e-13	7.2051e-13	VISIBLE
0.1732	0.05	0.01	0.01	0.9	25.010858	2.0077e-07	2.6645e-11	7.8471e-14	1.5271e-15	TESTED
0.1732	0.05	0.01	0.1	0.9	25.010858	2.0077e-07	2.6645e-11	7.8471e-14	1.4022e-14	TESTED
0.1732	0.05	0.1	0.01	0.9	25.010858	2.0077e-07	2.6645e-11	7.2051e-13	1.5271e-15	TESTED
0.1732	0.05	0.1	0.1	0.9	25.010858	2.0077e-07	2.6645e-11	7.2051e-13	1.4022e-14	VISIBLE
0.1732	0.08	0.01	0.01	0.9	25.010858	2.0077e-07	7.4848e-10	7.8471e-14	1.6711e-14	VISIBLE
0.1732	0.08	0.01	0.1	0.9	25.010858	2.0077e-07	7.4848e-10	7.8471e-14	1.5344e-13	VISIBLE
0.1732	0.08	0.1	0.01	0.9	25.010858	2.0077e-07	7.4848e-10	7.2051e-13	1.6711e-14	VISIBLE
0.1732	0.08	0.1	0.1	0.9	25.010858	2.0077e-07	7.4848e-10	7.2051e-13	1.5344e-13	VISIBLE
0.1732	0.12	0.01	0.01	0.9	25.010858	2.0077e-07	1.3943e-08	7.8471e-14	6.3355e-14	VISIBLE
0.1732	0.12	0.01	0.1	0.9	25.010858	2.0077e-07	1.3943e-08	7.8471e-14	5.8172e-13	VISIBLE
0.1732	0.12	0.1	0.01	0.9	25.010858	2.0077e-07	1.3943e-08	7.2051e-13	6.3355e-14	VISIBLE
0.1732	0.12	0.1	0.1	0.9	25.010858	2.0077e-07	1.3943e-08	7.2051e-13	5.8172e-13	VISIBLE
0.1732	0.1732	0.01	0.01	0.9	25.010858	2.0077e-07	2.0077e-07	7.8471e-14	7.8471e-14	VISIBLE
0.1732	0.1732	0.01	0.1	0.9	25.010858	2.0077e-07	2.0077e-07	7.8471e-14	7.2051e-13	VISIBLE
0.1732	0.1732	0.1	0.01	0.9	25.010858	2.0077e-07	2.0077e-07	7.2051e-13	7.8471e-14	VISIBLE
0.1732	0.1732	0.1	0.1	0.9	25.010858	2.0077e-07	2.0077e-07	7.2051e-13	7.2051e-13	VISIBLE
0.02	0.02	0.01	0.01	0.9	25.010858	4.2583e-14	4.2583e-14	4.8127e-18	4.8127e-18	EXCLUDED
0.02	0.02	0.01	0.1	0.9	25.010858	4.2583e-14	4.2583e-14	4.8127e-18	4.4189e-17	EXCLUDED
0.02	0.02	0.1	0.01	0.9	25.010858	4.2583e-14	4.2583e-14	4.4189e-17	4.8127e-18	EXCLUDED
0.02	0.02	0.1	0.1	0.9	25.010858	4.2583e-14	4.2583e-14	4.4189e-17	4.4189e-17	EXCLUDED
0.05	0.02	0.01	0.01	0.9	25.010858	2.6645e-11	4.2583e-14	1.5271e-15	4.8127e-18	EXCLUDED
0.05	0.02	0.01	0.1	0.9	25.010858	2.6645e-11	4.2583e-14	1.5271e-15	4.4189e-17	EXCLUDED
0.05	0.02	0.1	0.01	0.9	25.010858	2.6645e-11	4.2583e-14	1.4022e-14	4.8127e-18	EXCLUDED
0.05	0.02	0.1	0.1	0.9	25.010858	2.6645e-11	4.2583e-14	1.4022e-14	4.4189e-17	EXCLUDED
0.08	0.02	0.01	0.01	0.9	25.010858	7.4848e-10	4.2583e-14	1.6711e-14	4.8127e-18	EXCLUDED
0.08	0.02	0.01	0.1	0.9	25.010858	7.4848e-10	4.2583e-14	1.6711e-14	4.4189e-17	EXCLUDED
0.08	0.02	0.1	0.01	0.9	25.010858	7.4848e-10	4.2583e-14	1.5344e-13	4.8127e-18	EXCLUDED
0.08	0.02	0.1	0.1	0.9	25.010858	7.4848e-10	4.2583e-14	1.5344e-13	4.4189e-17	EXCLUDED
0.12	0.02	0.01	0.01	0.9	25.010858	1.3943e-08	4.2583e-14	6.3355e-14	4.8127e-18	EXCLUDED
0.12	0.02	0.01	0.1	0.9	25.010858	1.3943e-08	4.2583e-14	6.3355e-14	4.4189e-17	EXCLUDED
0.12	0.02	0.1	0.01	0.9	25.010858	1.3943e-08	4.2583e-14	5.8172e-13	4.8127e-18	EXCLUDED
0.12	0.02	0.1	0.1	0.9	25.010858	1.3943e-08	4.2583e-14	5.8172e-13	4.4189e-17	EXCLUDED
0.1732	0.02	0.01	0.01	0.9	25.010858	2.0077e-07	4.2583e-14	7.8471e-14	4.8127e-18	EXCLUDED
0.1732	0.02	0.01	0.1	0.9	25.010858	2.0077e-07	4.2583e-14	7.8471e-14	4.4189e-17	EXCLUDED
0.1732	0.02	0.1	0.01	0.9	25.010858	2.0077e-07	4.2583e-14	7.2051e-13	4.8127e-18	EXCLUDED
0.1732	0.02	0.1	0.1	0.9	25.010858	2.0077e-07	4.2583e-14	7.2051e-13	4.4189e-17	EXCLUDED
0.05	0.05	0.01	0.01	0.75	25.010858	2.6641e-11	2.6641e-11	1.5274e-15	1.5274e-15	VISIBLE
0.05	0.05	0.01	0.1	0.75	25.010858	2.6641e-11	2.6641e-11	1.5274e-15	1.4024e-14	VISIBLE
0.05	0.05	0.1	0.01	0.75	25.010858	2.6641e-11	2.6641e-11	1.4024e-14	1.5274e-15	VISIBLE
0.05	0.05	0.1	0.1	0.75	25.010858	2.6641e-11	2.6641e-11	1.4024e-14	1.4024e-14	VISIBLE
0.05	0.08	0.01	0.01	0.75	25.010858	2.6641e-11	7.4844e-10	1.5274e-15	1.6720e-14	VISIBLE
0.05	0.08	0.01	0.1	0.75	25.010858	2.6641e-11	7.4844e-10	1.5274e-15	1.5352e-13	VISIBLE
0.05	0.08	0.1	0.01	0.75	25.010858	2.6641e-11	7.4844e-10	1.4024e-14	1.6720e-14	VISIBLE
0.05	0.08	0.1	0.1	0.75	25.010858	2.6641e-11	7.4844e-10	1.4024e-14	1.5352e-13	VISIBLE
0.05	0.12	0.01	0.01	0.75	25.010858	2.6641e-11	1.3946e-08	1.5274e-15	6.3430e-14	VISIBLE
0.05	0.12	0.01	0.1	0.75	25.010858	2.6641e-11	1.3946e-08	1.5274e-15	5.8240e-13	VISIBLE
0.05	0.12	0.1	0.01	0.75	25.010858	2.6641e-11	1.3946e-08	1.4024e-14	6.3430e-14	VISIBLE
0.05	0.12	0.1	0.1	0.75	25.010858	2.6641e-11	1.3946e-08	1.4024e-14	5.8240e-13	VISIBLE
0.05	0.1732	0.01	0.01	0.75	25.010858	2.6641e-11	2.0097e-07	1.5274e-15	7.8678e-14	VISIBLE
0.05	0.1732	0.01	0.1	0.75	25.010858	2.6641e-11	2.0097e-07	1.5274e-15	7.2240e-13	VISIBLE
0.05	0.1732	0.1	0.01	0.75	25.010858	2.6641e-11	2.0097e-07	1.4024e-14	7.8678e-14	VISIBLE
0.05	0.1732	0.1	0.1	0.75	25.010858	2.6641e-11	2.0097e-07	1.4024e-14	7.2240e-13	VISIBLE
0.08	0.05	0.01	0.01	0.75	25.010858	7.4844e-10	2.6641e-11	1.6720e-14	1.5274e-15	VISIBLE
0.08	0.05	0.01	0.1	0.75	25.010858	7.4844e-10	2.6641e-11	1.6720e-14	1.4024e-14	VISIBLE
0.08	0.05	0.1	0.01	0.75	25.010858	7.4844e-10	2.6641e-11	1.5352e-13	1.5274e-15	VISIBLE
0.08	0.05	0.1	0.1	0.75	25.010858	7.4844e-10	2.6641e-11	1.5352e-13	1.4024e-14	VISIBLE
0.08	0.08	0.01	0.01	0.75	25.010858	7.4844e-10	7.4844e-10	1.6720e-14	1.6720e-14	VISIBLE
0.08	0.08	0.01	0.1	0.75	25.010858	7.4844e-10	7.4844e-10	1.6720e-14	1.5352e-13	VISIBLE
0.08	0.08	0.1	0.01	0.75	25.010858	7.4844e-10	7.4844e-10	1.5352e-13	1.6720e-14	VISIBLE
0.08	0.08	0.1	0.1	0.75	25.010858	7.4844e-10	7.4844e-10	1.5352e-13	1.5352e-13	VISIBLE
0.08	0.12	0.01	0.01	0.75	25.010858	7.4844e-10	1.3946e-08	1.6720e-14	6.3430e-14	VISIBLE
0.08	0.12	0.01	0.1	0.75	25.010858	7.4844e-10	1.3946e-08	1.6720e-14	5.8240e-13	VISIBLE
0.08	0.12	0.1	0.01	0.75	25.010858	7.4844e-10	1.3946e-08	1.5352e-13	6.3430e-14	VISIBLE
0.08	0.12	0.1	0.1	0.75	25.010858	7.4844e-10	1.3946e-08	1.5352e-13	5.8240e-13	VISIBLE
0.08	0.1732	0.01	0.01	0.75	25.010858	7.4844e-10	2.0097e-07	1.6720e-14	7.8678e-14	VISIBLE
0.08	0.1732	0.01	0.1	0.75	25.010858	7.4844e-10	2.0097e-07	1.6720e-14	7.2240e-13	VISIBLE
0.08	0.1732	0.1	0.01	0.75	25.010858	7.4844e-10	2.0097e-07	1.5352e-13	7.8678e-14	VISIBLE
0.08	0.1732	0.1	0.1	0.75	25.010858	7.4844e-10	2.0097e-07	1.5352e-13	7.2240e-13	VISIBLE
0.12	0.05	0.01	0.01	0.75	25.010858	1.3946e-08	2.6641e-11	6.3430e-14	1.5274e-15	VISIBLE
0.12	0.05	0.01	0.1	0.75	25.010858	1.3946e-08	2.6641e-11	6.3430e-14	1.4024e-14	VISIBLE
0.12	0.05	0.1	0.01	0.75	25.010858	1.3946e-08	2.6641e-11	5.8240e-13	1.5274e-15	VISIBLE
0.12	0.05	0.1	0.1	0.75	25.010858	1.3946e-08	2.6641e-11	5.8240e-13	1.4024e-14	VISIBLE
0.12	0.08	0.01	0.01	0.75	25.010858	1.3946e-08	7.4844e-10	6.3430e-14	1.6720e-14	VISIBLE
0.12	0.08	0.01	0.1	0.75	25.010858	1.3946e-08	7.4844e-10	6.3430e-14	1.5352e-13	VISIBLE
0.12	0.08	0.1	0.01	0.75	25.010858	1.3946e-08	7.4844e-10	5.8240e-13	1.6720e-14	VISIBLE
0.12	0.08	0.1	0.1	0.75	25.010858	1.3946e-08	7.4844e-10	5.8240e-13	1.5352e-13	VISIBLE
0.12	0.12	0.01	0.01	0.75	25.010858	1.3946e-08	1.3946e-08	6.3430e-14	6.3430e-14	VISIBLE
0.12	0.12	0.01	0.1	0.75	25.010858	1.3946e-08	1.3946e-08	6.3430e-14	5.8240e-13	VISIBLE
0.12	0.12	0.1	0.01	0.75	25.010858	1.3946e-08	1.3946e-08	5.8240e-13	6.3430e-14	VISIBLE
0.12	0.12	0.1	0.1	0.75	25.010858	1.3946e-08	1.3946e-08	5.8240e-13	5.8240e-13	VISIBLE
0.12	0.1732	0.01	0.01	0.75	25.010858	1.3946e-08	2.0097e-07	6.3430e-14	7.8678e-14	VISIBLE
0.12	0.1732	0.01	0.1	0.75	25.010858	1.3946e-08	2.0097e-07	6.3430e-14	7.2240e-13	VISIBLE
0.12	0.1732	0.1	0.01	0.75	25.010858	1.3946e-08	2.0097e-07	5.8240e-13	7.8678e-14	VISIBLE
0.12	0.1732	0.1	0.1	0.75	25.010858	1.3946e-08	2.0097e-07	5.8240e-13	7.2240e-13	VISIBLE
0.1732	0.05	0.01	0.01	0.75	25.010858	2.0097e-07	2.6641e-11	7.8678e-14	1.5274e-15	TESTED
0.1732	0.05	0.01	0.1	0.75	25.010858	2.0097e-07	2.6641e-11	7.8678e-14	1.4024e-14	TESTED
0.1732	0.05	0.1	0.01	0.75	25.010858	2.0097e-07	2.6641e-11	7.2240e-13	1.5274e-15	VISIBLE
0.1732	0.05	0.1	0.1	0.75	25.010858	2.0097e-07	2.6641e-11	7.2240e-13	1.4024e-14	VISIBLE
0.1732	0.08	0.01	0.01	0.75	25.010858	2.0097e-07	7.4844e-10	7.8678e-14	1.6720e-14	VISIBLE
0.1732	0.08	0.01	0.1	0.75	25.010858	2.0097e-07	7.4844e-10	7.8678e-14	1.5352e-13	VISIBLE
0.1732	0.08	0.1	0.01	0.75	25.010858	2.0097e-07	7.4844e-10	7.2240e-13	1.6720e-14	VISIBLE
0.1732	0.08	0.1	0.1	0.75	25.010858	2.0097e-07	7.4844e-10	7.2240e-13	1.5352e-13	VISIBLE
0.1732	0.12	0.01	0.01	0.75	25.010858	2.0097e-07	1.3946e-08	7.8678e-14	6.3430e-14	VISIBLE
0.1732	0.12	0.01	0.1	0.75	25.010858	2.0097e-07	1.3946e-08	7.8678e-14	5.8240e-13	VISIBLE
0.1732	0.12	0.1	0.01	0.75	25.010858	2.0097e-07	1.3946e-08	7.2240e-13	6.3430e-14	VISIBLE
0.1732	0.12	0.1	0.1	0.75	25.010858	2.0097e-07	1.3946e-08	7.2240e-13	5.8240e-13	VISIBLE
0.1732	0.1732	0.01	0.01	0.75	25.010858	2.0097e-07	2.0097e-07	7.8678e-14	7.8678e-14	VISIBLE
0.1732	0.1732	0.01	0.1	0.75	25.010858	2.0097e-07	2.0097e-07	7.8678e-14	7.2240e-13	VISIBLE
0.1732	0.1732	0.1	0.01	0.75	25.010858	2.0097e-07	2.0097e-07	7.2240e-13	7.8678e-14	VISIBLE
0.1732	0.1732	0.1	0.1	0.75	25.010858	2.0097e-07	2.0097e-07	7.2240e-13	7.2240e-13	VISIBLE
0.02	0.02	0.01	0.01	0.75	25.010858	4.2577e-14	4.2577e-14	4.8123e-18	4.8123e-18	EXCLUDED
0.02	0.02	0.01	0.1	0.75	25.010858	4.2577e-14	4.2577e-14	4.8123e-18	4.4186e-17	EXCLUDED
0.02	0.02	0.1	0.01	0.75	25.010858	4.2577e-14	4.2577e-14	4.4186e-17	4.8123e-18	EXCLUDED
0.02	0.02	0.1	0.1	0.75	25.010858	4.2577e-14	4.2577e-14	4.4186e-17	4.4186e-17	EXCLUDED
0.05	0.02	0.01	0.01	0.75	25.010858	2.6641e-11	4.2577e-14	1.5274e-15	4.8123e-18	EXCLUDED
0.05	0.02	0.01	0.1	0.75	25.010858	2.6641e-11	4.2577e-14	1.5274e-15	4.4186e-17	EXCLUDED
0.05	0.02	0.1	0.01	0.75	25.010858	2.6641e-11	4.2577e-14	1.4024e-14	4.8123e-18	EXCLUDED
0.05	0.02	0.1	0.1	0.75	25.010858	2.6641e-11	4.2577e-14	1.4024e-14	4.4186e-17	EXCLUDED
0.08	0.02	0.01	0.01	0.75	25.010858	7.4844e-10	4.2577e-14	1.6720e-14	4.8123e-18	EXCLUDED
0.08	0.02	0.01	0.1	0.75	25.010858	7.4844e-10	4.2577e-14	1.6720e-14	4.4186e-17	EXCLUDED
0.08	0.02	0.1	0.01	0.75	25.010858	7.4844e-10	4.2577e-14	1.5352e-13	4.8123e-18	EXCLUDED
0.08	0.02	0.1	0.1	0.75	25.010858	7.4844e-10	4.2577e-14	1.5352e-13	4.4186e-17	EXCLUDED
0.12	0.02	0.01	0.01	0.75	25.010858	1.3946e-08	4.2577e-14	6.3430e-14	4.8123e-18	EXCLUDED
0.12	0.02	0.01	0.1	0.75	25.010858	1.3946e-08	4.2577e-14	6.3430e-14	4.4186e-17	EXCLUDED
0.12	0.02	0.1	0.01	0.75	25.010858	1.3946e-08	4.2577e-14	5.8240e-13	4.8123e-18	EXCLUDED
0.12	0.02	0.1	0.1	0.75	25.010858	1.3946e-08	4.2577e-14	5.8240e-13	4.4186e-17	EXCLUDED
0.1732	0.02	0.01	0.01	0.75	25.010858	2.0097e-07	4.2577e-14	7.8678e-14	4.8123e-18	EXCLUDED
0.1732	0.02	0.01	0.1	0.75	25.010858	2.0097e-07	4.2577e-14	7.8678e-14	4.4186e-17	EXCLUDED
0.1732	0.02	0.1	0.01	0.75	25.010858	2.0097e-07	4.2577e-14	7.2240e-13	4.8123e-18	EXCLUDED
0.1732	0.02	0.1	0.1	0.75	25.010858	2.0097e-07	4.2577e-14	7.2240e-13	4.4186e-17	EXCLUDED
0.05	0.05	0.01	0.01	0.6	25.010858	2.6640e-11	2.6640e-11	1.5276e-15	1.5276e-15	VISIBLE
0.05	0.05	0.01	0.1	0.6	25.010858	2.6640e-11	2.6640e-11	1.5276e-15	1.4026e-14	VISIBLE
0.05	0.05	0.1	0.01	0.6	25.010858	2.6640e-11	2.6640e-11	1.4026e-14	1.5276e-15	VISIBLE
0.05	0.05	0.1	0.1	0.6	25.010858	2.6640e-11	2.6640e-11	1.4026e-14	1.4026e-14	VISIBLE
0.05	0.08	0.01	0.01	0.6	25.010858	2.6640e-11	7.4843e-10	1.5276e-15	1.6727e-14	VISIBLE
0.05	0.08	0.01	0.1	0.6	25.010858	2.6640e-11	7.4843e-10	1.5276e-15	1.5359e-13	VISIBLE
0.05	0.08	0.1	0.01	0.6	25.010858	2.6640e-11	7.4843e-10	1.4026e-14	1.6727e-14	VISIBLE
0.05	0.08	0.1	0.1	0.6	25.010858	2.6640e-11	7.4843e-10	1.4026e-14	1.5359e-13	VISIBLE
0.05	0.12	0.01	0.01	0.6	25.010858	2.6640e-11	1.3948e-08	1.5276e-15	6.3494e-14	VISIBLE
0.05	0.12	0.01	0.1	0.6	25.010858	2.6640e-11	1.3948e-08	1.5276e-15	5.8299e-13	VISIBLE
0.05	0.12	0.1	0.01	0.6	25.010858	2.6640e-11	1.3948e-08	1.4026e-14	6.3494e-14	VISIBLE
0.05	0.12	0.1	0.1	0.6	25.010858	2.6640e-11	1.3948e-08	1.4026e-14	5.8299e-13	VISIBLE
0.05	0.1732	0.01	0.01	0.6	25.010858	2.6640e-11	2.0114e-07	1.5276e-15	7.8851e-14	VISIBLE
0.05	0.1732	0.01	0.1	0.6	25.010858	2.6640e-11	2.0114e-07	1.5276e-15	7.2399e-13	VISIBLE
0.05	0.1732	0.1	0.01	0.6	25.010858	2.6640e-11	2.0114e-07	1.4026e-14	7.8851e-14	VISIBLE
0.05	0.1732	0.1	0.1	0.6	25.010858	2.6640e-11	2.0114e-07	1.4026e-14	7.2399e-13	VISIBLE
0.08	0.05	0.01	0.01	0.6	25.010858	7.4843e-10	2.6640e-11	1.6727e-14	1.5276e-15	VISIBLE
0.08	0.05	0.01	0.1	0.6	25.010858	7.4843e-10	2.6640e-11	1.6727e-14	1.4026e-14	VISIBLE
0.08	0.05	0.1	0.01	0.6	25.010858	7.4843e-10	2.6640e-11	1.5359e-13	1.5276e-15	VISIBLE
0.08	0.05	0.1	0.1	0.6	25.010858	7.4843e-10	2.6640e-11	1.5359e-13	1.4026e-14	VISIBLE
0.08	0.08	0.01	0.01	0.6	25.010858	7.4843e-10	7.4843e-10	1.6727e-14	1.6727e-14	VISIBLE
0.08	0.08	0.01	0.1	0.6	25.010858	7.4843e-10	7.4843e-10	1.6727e-14	1.5359e-13	VISIBLE
0.08	0.08	0.1	0.01	0.6	25.010858	7.4843e-10	7.4843e-10	1.5359e-13	1.6727e-14	VISIBLE
0.08	0.08	0.1	0.1	0.6	25.010858	7.4843e-10	7.4843e-10	1.5359e-13	1.5359e-13	VISIBLE
0.08	0.12	0.01	0.01	0.6	25.010858	7.4843e-10	1.3948e-08	1.6727e-14	6.3494e-14	VISIBLE
0.08	0.12	0.01	0.1	0.6	25.010858	7.4843e-10	1.3948e-08	1.6727e-14	5.8299e-13	VISIBLE
0.08	0.12	0.1	0.01	0.6	25.010858	7.4843e-10	1.3948e-08	1.5359e-13	6.3494e-14	VISIBLE
0.08	0.12	0.1	0.1	0.6	25.010858	7.4843e-10	1.3948e-08	1.5359e-13	5.8299e-13	VISIBLE
0.08	0.1732	0.01	0.01	0.6	25.010858	7.4843e-10	2.0114e-07	1.6727e-14	7.8851e-14	VISIBLE
0.08	0.1732	0.01	0.1	0.6	25.010858	7.4843e-10	2.0114e-07	1.6727e-14	7.2399e-13	VISIBLE
0.08	0.1732	0.1	0.01	0.6	25.010858	7.4843e-10	2.0114e-07	1.5359e-13	7.8851e-14	VISIBLE
0.08	0.1732	0.1	0.1	0.6	25.010858	7.4843e-10	2.0114e-07	1.5359e-13	7.2399e-13	VISIBLE
0.12	0.05	0.01	0.01	0.6	25.010858	1.3948e-08	2.6640e-11	6.3494e-14	1.5276e-15	VISIBLE
